"车系","不续保车系概率"
"启辰T70X","0.000018970292522"
"海格轻型客车","0.000037940585044"
"宇通重工散装物料运输车","0.000018970292522"
"发现DISCOVERY","0.000758811700876"
"轩逸","0.007626057593808"
"天籁","0.006317107409796"
"力帆320","0.000663960238267"
"风行SX6","0.000227643510263"
"天津一汽丰田RAV4","0.002390256857761"
"普拉多","0.002712751830633"
"比亚迪F3","0.005121978980916"
"荣光","0.002428197442805"
"爱唯欧","0.00089160374853"
"世嘉","0.00386993967447"
"奔驰ML级","0.000455287020526"
"陆地巡洋舰","0.00079675228592"
"风景爱尔法","0.000910574041052"
"君威","0.005425503661266"
"中集半挂车","0.000227643510263"
"长安CS15","0.000834692870964"
"哈弗H3","0.000815722578442"
"长城M2","0.000284554387829"
"东风标致3008","0.000929544333574"
"时代领航","0.000910574041052"
"全顺新世代","0.000626019653223"
"航天轻型客车","0.000018970292522"
"欧马可","0.000208673217741"
"乐风","0.001859088667147"
"劲客","0.000360435557916"
"东方红垃圾车","0.000018970292522"
"凯马载货车","0.000303524680351"
"豪情","0.000189702925219"
"福田10米公路客车","0.000037940585044"
"奥迪A1","0.000265584095307"
"大捷龙GRAND VOYAGER","0.000132792047653"
"力狮LEGACY","0.000322494972872"
"凯迪拉克CTS","0.000151762340175"
"锐志","0.000853663163486"
"大通V80","0.000284554387829"
"楚胜加油车","0.000037940585044"
"广汽讴歌CDX","0.000113821755131"
"帅虎","0.000037940585044"
"瑞麒M系列","0.000227643510263"
"亚特重工混凝土搅拌车","0.000056910877566"
"伽途V3","0.000056910877566"
"猎豹CS9","0.000151762340175"
"伊思坦纳","0.000113821755131"
"汉兰达HIGHLANDER","0.000075881170088"
"乐风RV","0.000113821755131"
"琴岛载货车","0.000037940585044"
"塔科马TACOMA","0.000018970292522"
"开乐半挂车","0.000037940585044"
"骏铃","0.000246613802785"
"庆铃F系列商用车","0.000018970292522"
"斯巴鲁XV","0.000208673217741"
"中华H3","0.000018970292522"
"运通","0.000018970292522"
"菱仕","0.000132792047653"
"宝马Z4","0.00009485146261"
"威霆","0.000151762340175"
"优雅(瑞麒2)","0.000037940585044"
"郑州宇通9米公路客车","0.000056910877566"
"风朗FLUENCE","0.000037940585044"
"凯领","0.000018970292522"
"安德拉ANTARA","0.000018970292522"
"东风货车","0.000037940585044"
"俊风载货汽车","0.000075881170088"
"唐","0.000056910877566"
"致尚XT","0.000075881170088"
"天河抢险救援消防车","0.000018970292522"
"马自达MAZDA5","0.000056910877566"
"河北福田混凝土泵车","0.000018970292522"
"瑞江半挂车","0.000018970292522"
"全球鹰GX2","0.000018970292522"
"华山","0.000037940585044"
"小超人","0.000018970292522"
"少林7米公路客车","0.000037940585044"
"普锐斯","0.000018970292522"
"海马S5 青春版","0.000018970292522"
"凯马仓栅式运输车","0.000018970292522"
"一汽大众CC","0.002219524225064"
"郑州日产D22","0.001138217551315"
"大马轻型客车","0.000075881170088"
"长安CS75","0.005027127518306"
"奔腾B50","0.002617900368024"
"杰德","0.000607049360701"
"东风风神L60","0.000132792047653"
"松花江微卡","0.000132792047653"
"东风V/W系列","0.000056910877566"
"丰田86","0.000037940585044"
"解放J5P(P21)奥威","0.000132792047653"
"旗云","0.00168835603445"
"开瑞K50","0.000189702925219"
"佳宝AV6","0.000739841408355"
"时代小卡之星","0.001252039306446"
"维特拉","0.000322494972872"
"冠道","0.000322494972872"
"蒙派克","0.000227643510263"
"北汽威旺306","0.000322494972872"
"胜达SANTA FE","0.001745266912016"
"沃尔沃货车","0.000227643510263"
"途欢TIGUAN","0.000682930530789"
"锐欧","0.000701900823311"
"大迈X7","0.00009485146261"
"传祺GS5速博","0.000550138483135"
"中华H230","0.00009485146261"
"戈蓝","0.00009485146261"
"飞雁泡沫消防车","0.000018970292522"
"乘龙牵引车","0.00009485146261"
"竞瑞","0.000113821755131"
"神行者FREELANDER","0.000929544333574"
"海伦哲高空作业车","0.000037940585044"
"雷克萨斯IS系","0.000303524680351"
"帕杰罗","0.000379405850438"
"思锐","0.000037940585044"
"开拓者","0.000037940585044"
"东风风神AX3","0.000189702925219"
"睿骋","0.000075881170088"
"幻速H2","0.000056910877566"
"金杯750","0.000170732632697"
"豫新粉粒物料运输车","0.000018970292522"
"北汽威旺S50","0.000132792047653"
"海狮HIACE","0.000113821755131"
"风景G7","0.00009485146261"
"欧卡","0.000208673217741"
"福建奔驰V级","0.000132792047653"
"成功一号","0.000018970292522"
"豪运(HOYN)","0.000037940585044"
"风潮邮政车","0.000037940585044"
"马自达CX-7","0.000018970292522"
"中华V5","0.000227643510263"
"云豹套牌车","0.000018970292522"
"贵士QUEST","0.000037940585044"
"东南DX3","0.000056910877566"
"帅驰","0.000037940585044"
"广汽10米公路客车","0.000018970292522"
"优派","0.000018970292522"
"奇兵","0.000056910877566"
"博悦BRAVO","0.000018970292522"
"吉博力GHIBLI","0.000037940585044"
"神狐绿化喷洒车","0.000018970292522"
"科帕奇CAPTIVA","0.000208673217741"
"斯太尔王","0.000037940585044"
"蓝港救护车","0.000018970292522"
"长鹿6米公路客车","0.000037940585044"
"顺驰皮卡","0.000018970292522"
"帅客","0.000018970292522"
"仙达混凝土搅拌车","0.000056910877566"
"沃尔沃S80","0.000018970292522"
"雷克萨斯RC系","0.000018970292522"
"博克斯特BOXSTER","0.000018970292522"
"东风长头系列","0.000018970292522"
"豪骏","0.000018970292522"
"徐工自卸汽车","0.000018970292522"
"标致3008","0.000018970292522"
"新飞工随车起重运输车","0.000018970292522"
"一汽奥迪Q5","0.003983761429601"
"长安马自达3","0.002352316272717"
"沃尔沃S60L","0.000701900823311"
"赛拉图","0.003149068558637"
"雷克萨斯RX系","0.000284554387829"
"威朗","0.002067761884888"
"得利卡","0.000132792047653"
"威驰","0.003983761429601"
"翼搏","0.001327920476534"
"庆铃T系列皮卡","0.000208673217741"
"沃尔沃XC60","0.001972910422279"
"长城M4","0.000910574041052"
"金牛星","0.000720871115833"
"揽胜RANGE ROVER","0.001233069013924"
"海马M6","0.000037940585044"
"富康","0.000777781993398"
"哈弗H5","0.001138217551315"
"优雅","0.00009485146261"
"帕拉丁","0.00039837614296"
"名爵MG 3","0.001233069013924"
"捷豹XE级","0.000075881170088"
"解放J4(P2)大威","0.000455287020526"
"猎豹V31/V32/V33系列","0.001214098721402"
"东风标致508","0.000417346435482"
"英伦SC3","0.000132792047653"
"中联吸粪车","0.000075881170088"
"中兴教练车","0.000474257313048"
"吉姆尼JIMNY","0.000341465265394"
"奔驰R级","0.000322494972872"
"美日","0.000113821755131"
"金迪尔","0.000246613802785"
"东风英菲尼迪QX50","0.000455287020526"
"鸿途","0.000151762340175"
"飞碟UFO","0.000227643510263"
"长安6米公路客车","0.000018970292522"
"腾翼V80","0.000056910877566"
"环风奶罐车","0.000018970292522"
"宝威","0.000056910877566"
"英菲尼迪QX30","0.000056910877566"
"长丰扬子货车","0.000018970292522"
"启腾M70","0.000208673217741"
"幻速S2","0.000322494972872"
"凯旋","0.000227643510263"
"沃尔沃V60","0.000189702925219"
"英伦SC5","0.00009485146261"
"丰田RAV4","0.000132792047653"
"金旅10米公路客车","0.00009485146261"
"中通7米城市客车","0.000056910877566"
"奥迪A7","0.00009485146261"
"安徽合力叉车","0.000018970292522"
"奔驰V级","0.000018970292522"
"比亚迪G5","0.000132792047653"
"阿克托斯ACTROS","0.000075881170088"
"五征低速货车","0.000151762340175"
"北汽绅宝D70","0.000189702925219"
"羊城套牌车","0.000037940585044"
"享御KYRON","0.000113821755131"
"东风K系列","0.000018970292522"
"睿骋CC","0.000018970292522"
"奥龙","0.000113821755131"
"世纪","0.00009485146261"
"桂林大宇12米公路客车","0.00009485146261"
"十通厢式/仓栅/蓬式运输车","0.000075881170088"
"浦沅汽车起重机","0.000018970292522"
"启辰R30","0.000075881170088"
"科雷嘉","0.00009485146261"
"中联洗扫车","0.000075881170088"
"帅威","0.000018970292522"
"宝骏610","0.000018970292522"
"锦重随车起重运输车","0.000018970292522"
"幻速S3L","0.000075881170088"
"谛艾仕DS 6","0.000056910877566"
"海锋","0.000037940585044"
"唯雅诺VIANO","0.000018970292522"
"大马商务车","0.000018970292522"
"扬天半挂车","0.000018970292522"
"驼马旅居车","0.000018970292522"
"青年莲花L5","0.000018970292522"
"科鲁兹","0.010888947907577"
"君越","0.006013582729446"
"伊兰特","0.011932313996282"
"福睿斯","0.001802177789582"
"风骏","0.002959365633418"
"奔驰C级","0.000227643510263"
"幻速S5","0.00009485146261"
"索兰托SORENTO","0.001308950184012"
"悦翔V3","0.000682930530789"
"圣达菲","0.002674811245589"
"风云","0.002257464810107"
"奔驰S级","0.000948514626096"
"一汽奥迪Q3","0.002352316272717"
"瑞风M3","0.000682930530789"
"奥迪A3","0.000246613802785"
"明仕","0.000170732632697"
"北京奔驰C级","0.002029821299844"
"上元半挂车","0.000208673217741"
"旭达半挂车","0.000550138483135"
"长安沃尔沃S40","0.000379405850438"
"昕动","0.000626019653223"
"尚酷SCIROCCO","0.000550138483135"
"锋驭","0.000341465265394"
"庆铃N系列轻型商用车","0.000417346435482"
"熊猫","0.001460712524187"
"北汽2020系列","0.000151762340175"
"柯迪亚克","0.000189702925219"
"睿行","0.00009485146261"
"远景S1","0.000113821755131"
"路宝","0.000379405850438"
"湛江三星轻型客车","0.000037940585044"
"上海通用凯迪拉克XTS","0.000607049360701"
"蔚领","0.000569108775657"
"比亚迪F6","0.00049322760557"
"高尔","0.000303524680351"
"佳乐CARENS","0.000227643510263"
"郑州宇通12米公路客车","0.000322494972872"
"劲越全挂车","0.000018970292522"
"楚胜清障车","0.000018970292522"
"红杉SEQUOIA","0.000075881170088"
"奔驰GL级","0.000246613802785"
"传祺GA6","0.000265584095307"
"致悦","0.000265584095307"
"赛威SLS","0.000227643510263"
"通华半挂车","0.000075881170088"
"酷熊","0.000056910877566"
"切诺基","0.000113821755131"
"大力加油车","0.000037940585044"
"骐运","0.000037940585044"
"特拉卡","0.000151762340175"
"幻速S6","0.00009485146261"
"中联汽车起重机","0.000056910877566"
"金龙12米公路客车","0.000379405850438"
"东方之子","0.000018970292522"
"麦柯斯","0.000056910877566"
"十通载货车","0.000018970292522"
"三一随车起重运输车","0.000018970292522"
"大运厢式运输车","0.000037940585044"
"三力加油车","0.000018970292522"
"揽胜星脉RANGE ROVER VELAR","0.000018970292522"
"南京依维柯越野车","0.000075881170088"
"格锐GRAND SANTA FE","0.000037940585044"
"杨嘉半挂车","0.000018970292522"
"东风风神A30","0.000018970292522"
"优翼","0.000018970292522"
"骊山6米公路客车","0.000018970292522"
"毕加索","0.000056910877566"
"东风风度MX6","0.000018970292522"
"天河泡沫消防车","0.000018970292522"
"鲁威邮政车","0.000037940585044"
"宋MAX","0.000018970292522"
"狮跑/智跑","0.01310847213264"
"悦翔V5","0.000455287020526"
"启辰R50","0.000948514626096"
"华晨宝马X1","0.001726296619494"
"玛驰","0.000341465265394"
"北京奔驰GLK级","0.000929544333574"
"劲炫","0.002390256857761"
"东风雪铁龙C4L","0.000607049360701"
"自由光","0.00119512842888"
"逸动XT","0.000701900823311"
"东风标致301","0.00168835603445"
"北京40","0.000417346435482"
"路尊","0.000455287020526"
"北京现代ix35","0.005918731266836"
"索纳塔","0.004363167280039"
"众泰T700","0.000170732632697"
"奔腾B30","0.000360435557916"
"利亚纳","0.000284554387829"
"比亚迪F0","0.006241226239709"
"解放J4(P1)","0.00248510832037"
"阁瑞斯","0.00049322760557"
"众泰Z500","0.000132792047653"
"帝豪GS","0.001346890769056"
"凯尊CADENZA","0.000075881170088"
"奔驰B级","0.000531168190613"
"东风标致2008","0.000663960238267"
"北京奔驰GLA级","0.000758811700876"
"比亚迪G6","0.000284554387829"
"柳州五菱微卡","0.000075881170088"
"上元舞台车","0.000151762340175"
"SPARK乐驰","0.001327920476534"
"上海通用凯迪拉克CT6","0.000056910877566"
"悦翔V7","0.000834692870964"
"圣达菲5","0.000075881170088"
"大运牵引汽车","0.000075881170088"
"探险者EXPLORER","0.000322494972872"
"魏派VV7","0.000341465265394"
"解放J4长头系列","0.000037940585044"
"旗舰","0.000208673217741"
"菱绅","0.000056910877566"
"江西五十铃mu-X","0.000075881170088"
"奥迪A6","0.000056910877566"
"东南DX7","0.000113821755131"
"长城C20R","0.000132792047653"
"克莱斯勒300","0.000151762340175"
"时风载货车","0.000018970292522"
"炫丽","0.000550138483135"
"骑士","0.000208673217741"
"畅达专用车","0.000113821755131"
"奔驰E级","0.000265584095307"
"福特F系","0.000303524680351"
"吉奥GX6","0.000056910877566"
"奥迪Q5","0.000189702925219"
"中华H530","0.000132792047653"
"老虎","0.000075881170088"
"哈弗H7","0.000170732632697"
"艾力绅","0.000550138483135"
"宝骏310W","0.000189702925219"
"沈飞10米公路客车","0.000018970292522"
"酷路泽FJ CRUISER","0.000056910877566"
"利达混凝土搅拌车","0.000018970292522"
"精功自卸汽车","0.000018970292522"
"锦重汽车起重机","0.000037940585044"
"阿尔法罗密欧GIULIA","0.000037940585044"
"普力马","0.000132792047653"
"华凯载货车","0.000037940585044"
"北汽轻型货车","0.000037940585044"
"青专自卸车","0.000018970292522"
"翼虎MAVERICK","0.000018970292522"
"东风L系列","0.000018970292522"
"程力威洒水车","0.000018970292522"
"漫步者PT CRUISER","0.000056910877566"
"一汽佳星幸福使者","0.000018970292522"
"申沃12米公路客车","0.000018970292522"
"酷派COUPE","0.000151762340175"
"风行F600","0.000018970292522"
"奥赛通讯车","0.000018970292522"
"希尔旅居车","0.000018970292522"
"楚天混凝土搅拌车","0.000018970292522"
"瑞风","0.006184315362143"
"英朗","0.008916037485298"
"昂科雷ENCLAVE","0.000360435557916"
"金王子","0.000948514626096"
"途观","0.007872671396593"
"雷凌","0.001460712524187"
"旗铃","0.001384831354099"
"北京黑豹载货汽车","0.000018970292522"
"比亚迪G3","0.000474257313048"
"科帕奇","0.001024395796183"
"解放J5M(P7)悍威","0.001138217551315"
"奇瑞QQ/QQ3","0.004382137572561"
"羚羊","0.001100276966271"
"野马F99","0.000227643510263"
"远舰/K5","0.00297833592594"
"东风悦达起亚KX5","0.001346890769056"
"长安CS95","0.000227643510263"
"昂科拉","0.002067761884888"
"宝马7系","0.000948514626096"
"中意","0.00039837614296"
"绿叶洒水车","0.000056910877566"
"英菲尼迪QX系列(QX80)","0.00009485146261"
"锐界EDGE","0.000360435557916"
"英伦SC6","0.000227643510263"
"奇瑞E3","0.000720871115833"
"酷威JCUV","0.000872633456008"
"欧尚","0.000265584095307"
"飞度","0.003281860606291"
"名爵MG 6","0.00049322760557"
"多利卡","0.000284554387829"
"斯达-斯太尔自卸车","0.00009485146261"
"捷豹XJ级","0.000246613802785"
"金龙8米城市客车","0.000056910877566"
"英伦SC7(海景)","0.001612474864362"
"北方奔驰牵引车","0.000417346435482"
"捷豹XF级","0.000265584095307"
"启辰D50","0.000550138483135"
"三一混凝土泵车","0.000132792047653"
"智尚S30","0.000075881170088"
"锐骐","0.000474257313048"
"北京20","0.00049322760557"
"科雷傲KOLEOS","0.000588079068179"
"力帆520","0.000284554387829"
"沃尔沃S60","0.000151762340175"
"北方奔驰载货车","0.000872633456008"
"优胜","0.000113821755131"
"北京现代i30","0.000246613802785"
"蓝鸟BLUEBIRD","0.000018970292522"
"路飞全挂车","0.000018970292522"
"福瑞达M50","0.000189702925219"
"理念S1","0.000189702925219"
"凌轩","0.000246613802785"
"风度CEFIRO","0.000170732632697"
"中华","0.000113821755131"
"福瑞达","0.000455287020526"
"解放J5K(P9)骏威","0.000018970292522"
"开瑞皮卡","0.000018970292522"
"赛影","0.000075881170088"
"奔驰G级","0.000037940585044"
"爱迪尔","0.000075881170088"
"西耶那","0.000132792047653"
"艾瑞泽3","0.000132792047653"
"希旺","0.000037940585044"
"海格11米公路客车","0.000037940585044"
"北方奔驰专用车","0.000037940585044"
"东风杭州货车","0.000018970292522"
"大7 MPV","0.000018970292522"
"中汽仓栅式运输车","0.000018970292522"
"北汽威旺205","0.000075881170088"
"雷克萨斯LS系","0.000037940585044"
"志翔","0.000056910877566"
"培新检测车","0.000018970292522"
"领航员NAVIGATOR","0.000018970292522"
"跃进自卸汽车","0.000056910877566"
"好微","0.000037940585044"
"驰乐自卸车","0.000018970292522"
"雅特ASTRA","0.000018970292522"
"冰花厢式运输车","0.000018970292522"
"长安之星","0.00715180028076"
"传祺GS4","0.005804909511705"
"长安CS55","0.000739841408355"
"雅阁","0.009655878893653"
"传祺GS5","0.002124672762454"
"宋","0.000644989945745"
"朗动","0.005103008688394"
"瑞纳","0.008100314906856"
"比速T5","0.00009485146261"
"济南鸿雁运钞车","0.000037940585044"
"博瑞GC9","0.000341465265394"
"指南者COMPASS","0.001498653109231"
"威乐","0.000056910877566"
"速派","0.000986455211139"
"东风悦达起亚KX3","0.001176158136358"
"辉腾PHAETON","0.000227643510263"
"锐界","0.001271009598968"
"雨燕","0.003168038851159"
"上海通用凯迪拉克XT5","0.000246613802785"
"哥瑞","0.000379405850438"
"解放J6(P6)","0.00595667185188"
"夏朗SHARAN","0.000303524680351"
"沃尔沃V40","0.000227643510263"
"楼兰","0.000151762340175"
"北汽绅宝X55","0.00049322760557"
"思铭","0.000265584095307"
"柯斯达","0.000284554387829"
"宝典","0.000531168190613"
"奇瑞A5","0.000379405850438"
"传祺GA5","0.000265584095307"
"捷豹F-PACE级","0.000170732632697"
"艾瑞泽5","0.000474257313048"
"江铃轻卡","0.000682930530789"
"乐骋","0.000322494972872"
"徐工汽车起重机","0.000056910877566"
"嘉华CARNIVAL","0.00009485146261"
"宝马X6","0.000322494972872"
"神宇平板运输车","0.000037940585044"
"帕杰罗速跑","0.000075881170088"
"ASX劲炫","0.00009485146261"
"名爵ZS","0.000170732632697"
"雅科仕EQUUS","0.000037940585044"
"乐驰","0.000379405850438"
"速威","0.000018970292522"
"长安专用车","0.000132792047653"
"欧曼奇兵","0.000056910877566"
"安凯12米公路客车","0.000189702925219"
"北汽威旺M30","0.000056910877566"
"汉腾X7","0.000189702925219"
"大柴神","0.000208673217741"
"讴歌RDX","0.000056910877566"
"中洁洒水车","0.000037940585044"
"欧陆CONTINENTAL","0.000037940585044"
"沃尔沃XC70","0.000018970292522"
"宇田半挂车","0.000018970292522"
"指挥官COMMANDER","0.000018970292522"
"昌河Q35","0.000018970292522"
"欧旅旅居车","0.00009485146261"
"一汽奥迪100","0.000037940585044"
"小旋风","0.000018970292522"
"威铃","0.000075881170088"
"奔驰GLA级","0.000056910877566"
"飞碟6米公路客车","0.000018970292522"
"南京依维柯其他车辆","0.000037940585044"
"普莱特","0.000037940585044"
"昌河Q25","0.000037940585044"
"雷克萨斯GS系","0.000018970292522"
"讴歌MDX","0.000075881170088"
"奥迪A4","0.000037940585044"
"欧美佳OMEGA","0.000018970292522"
"伽途ix","0.000018970292522"
"沃尔沃自卸车","0.000018970292522"
"跃进轻卡","0.000037940585044"
"中汽垃圾车","0.000018970292522"
"庆铃F系列重型商用车","0.000018970292522"
"总裁QUATTROPORTE","0.000018970292522"
"青岛五菱微卡","0.000018970292522"
"麒强半挂车","0.000037940585044"
"常奇清障车","0.000018970292522"
"凯越","0.014417422316652"
"迈锐宝","0.003395682361422"
"菲翔","0.001441742231665"
"晶锐","0.004040672307167"
"时代驭菱","0.001365861061578"
"宝骏560","0.000417346435482"
"福美来","0.000948514626096"
"福瑞迪","0.004856394885609"
"北京低速货车","0.00039837614296"
"北方奔驰自卸车","0.000588079068179"
"朗逸","0.013715521493341"
"宝骏510","0.000929544333574"
"宝马X1","0.000607049360701"
"雅力士","0.002466138027848"
"好运","0.000132792047653"
"森雅","0.001005425503661"
"长安6米城市客车","0.000246613802785"
"北汽绅宝D20","0.000474257313048"
"荣威350","0.002447167735326"
"蓝鸟","0.000341465265394"
"欧力威","0.00039837614296"
"力帆720","0.000018970292522"
"极光","0.000588079068179"
"颐达","0.001271009598968"
"东风标致408","0.001157187843837"
"传祺GS8","0.00049322760557"
"瑞虎","0.001612474864362"
"佳宝V系列","0.000626019653223"
"徐工随车起重运输车","0.000132792047653"
"东风悦达起亚K4","0.00089160374853"
"派力奥","0.000436316728004"
"金龙9米公路客车","0.000056910877566"
"瑞虎5","0.001024395796183"
"一汽吉林微型货车","0.000644989945745"
"瑞风M4","0.000246613802785"
"探界者","0.000132792047653"
"骏派D60","0.000132792047653"
"海豚","0.000056910877566"
"东风英菲尼迪Q50L","0.000246613802785"
"驭胜","0.000113821755131"
"烈昂LEON","0.000037940585044"
"奇骏X-TRAIL","0.000037940585044"
"中华H330","0.000113821755131"
"大7 SUV","0.000436316728004"
"尊驰","0.000284554387829"
"海马S5","0.000151762340175"
"悍马H3","0.000056910877566"
"东风雪铁龙C2","0.000550138483135"
"唯雅诺","0.000379405850438"
"京探钻机车","0.000037940585044"
"奔腾X40","0.000265584095307"
"传祺GS7","0.000056910877566"
"中顺世纪","0.000056910877566"
"大运仓栅式运输车","0.000018970292522"
"力帆X60","0.000170732632697"
"云雀","0.000037940585044"
"宇通重工桥梁检测作业车","0.000018970292522"
"一汽吉林专用车","0.000170732632697"
"瑞虎3X","0.00009485146261"
"飞碟厢式运输车","0.000303524680351"
"观致3","0.000018970292522"
"小贵族","0.000018970292522"
"大通G10","0.000113821755131"
"发现神行DISCOVERY SPORT","0.000056910877566"
"雷克萨斯NX系","0.000189702925219"
"埃尔法ALPHARD","0.000056910877566"
"三兴高空作业车","0.000037940585044"
"众泰Z100","0.000075881170088"
"凯马自卸汽车","0.000018970292522"
"申龙骏马9米公路客车","0.000037940585044"
"悍马H2","0.000018970292522"
"标致308","0.000018970292522"
"北方奔驰仓栅式运输车","0.000018970292522"
"福仕达","0.000056910877566"
"C4世嘉","0.000075881170088"
"新飞半挂车","0.000018970292522"
"宝来BORA/捷达JETTA","0.000018970292522"
"福田11米城市客车","0.000018970292522"
"沃德利半挂车","0.000037940585044"
"骁途","0.000018970292522"
"东风雪铁龙C6","0.000037940585044"
"爱仕ESCAPE","0.000018970292522"
"大力神","0.000018970292522"
